order_details_id,order_id,order_date,order_time,item_id,item_name,category,price
2744,1214,1/21/23,2:00:05 PM,129.0,Mushroom Ravioli,Italian,15.5
2745,1214,1/21/23,2:00:05 PM,105.0,Mac & Cheese,American,7.0
2746,1214,1/21/23,2:00:05 PM,132.0,Eggplant Parmesan,Italian,16.95
2747,1214,1/21/23,2:00:05 PM,132.0,Eggplant Parmesan,Italian,16.95
2748,1215,1/21/23,2:02:04 PM,131.0,Chicken Parmesan,Italian,17.95
2749,1216,1/21/23,2:08:29 PM,101.0,Hamburger,American,12.95
2750,1217,1/21/23,2:26:35 PM,102.0,Cheeseburger,American,13.95
2751,1218,1/21/23,2:27:30 PM,113.0,Edamame,Asian,5.0
2752,1218,1/21/23,2:27:30 PM,118.0,Steak Burrito,Mexican,14.95
2753,1218,1/21/23,2:27:30 PM,122.0,Chips & Salsa,Mexican,7.0
2754,1218,1/21/23,2:27:30 PM,131.0,Chicken Parmesan,Italian,17.95
2755,1219,1/21/23,3:13:10 PM,112.0,Salmon Roll,Asian,14.95
2756,1219,1/21/23,3:13:10 PM,120.0,Steak Torta,Mexican,13.95
2757,1219,1/21/23,3:13:10 PM,114.0,Potstickers,Asian,9.0
2758,1219,1/21/23,3:13:10 PM,132.0,Eggplant Parmesan,Italian,16.95
2759,1220,1/21/23,3:20:03 PM,116.0,Steak Tacos,Mexican,13.95
2760,1221,1/21/23,3:23:36 PM,104.0,Veggie Burger,American,10.5
2761,1221,1/21/23,3:23:36 PM,113.0,Edamame,Asian,5.0
2762,1222,1/21/23,3:32:23 PM,108.0,Tofu Pad Thai,Asian,14.5
2763,1222,1/21/23,3:32:23 PM,106.0,French Fries,American,7.0
2764,1223,1/21/23,3:36:37 PM,119.0,Chicken Torta,Mexican,11.95
2765,1224,1/21/23,3:45:47 PM,111.0,California Roll,Asian,11.95
2766,1224,1/21/23,3:45:47 PM,106.0,French Fries,American,7.0
2767,1225,1/21/23,3:59:07 PM,113.0,Edamame,Asian,5.0
2768,1225,1/21/23,3:59:07 PM,120.0,Steak Torta,Mexican,13.95
2769,1226,1/21/23,4:10:57 PM,107.0,Orange Chicken,Asian,16.5
2770,1226,1/21/23,4:10:57 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2771,1226,1/21/23,4:10:57 PM,110.0,Pork Ramen,Asian,17.95
2772,1226,1/21/23,4:10:57 PM,111.0,California Roll,Asian,11.95
2773,1227,1/21/23,4:20:21 PM,109.0,Korean Beef Bowl,Asian,17.95
2774,1228,1/21/23,4:26:36 PM,127.0,Meat Lasagna,Italian,17.95
2775,1228,1/21/23,4:26:36 PM,111.0,California Roll,Asian,11.95
2776,1229,1/21/23,4:28:19 PM,109.0,Korean Beef Bowl,Asian,17.95
2777,1230,1/21/23,4:38:28 PM,127.0,Meat Lasagna,Italian,17.95
2778,1230,1/21/23,4:38:28 PM,112.0,Salmon Roll,Asian,14.95
2779,1230,1/21/23,4:38:28 PM,123.0,Chips & Guacamole,Mexican,9.0
2780,1230,1/21/23,4:38:28 PM,106.0,French Fries,American,7.0
2781,1231,1/21/23,4:45:04 PM,102.0,Cheeseburger,American,13.95
2782,1231,1/21/23,4:45:04 PM,122.0,Chips & Salsa,Mexican,7.0
2783,1232,1/21/23,4:50:36 PM,113.0,Edamame,Asian,5.0
2784,1232,1/21/23,4:50:36 PM,119.0,Chicken Torta,Mexican,11.95
2785,1232,1/21/23,4:50:36 PM,121.0,Cheese Quesadillas,Mexican,10.5
2786,1232,1/21/23,4:50:36 PM,132.0,Eggplant Parmesan,Italian,16.95
2787,1233,1/21/23,5:11:27 PM,102.0,Cheeseburger,American,13.95
2788,1233,1/21/23,5:11:27 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2789,1233,1/21/23,5:11:27 PM,126.0,Fettuccine Alfredo,Italian,14.5
2790,1233,1/21/23,5:11:27 PM,110.0,Pork Ramen,Asian,17.95
2791,1234,1/21/23,5:36:59 PM,109.0,Korean Beef Bowl,Asian,17.95
2792,1234,1/21/23,5:36:59 PM,131.0,Chicken Parmesan,Italian,17.95
2793,1235,1/21/23,5:55:58 PM,126.0,Fettuccine Alfredo,Italian,14.5
2794,1235,1/21/23,5:55:58 PM,112.0,Salmon Roll,Asian,14.95
2795,1235,1/21/23,5:55:58 PM,106.0,French Fries,American,7.0
2796,1236,1/21/23,5:56:32 PM,128.0,Cheese Lasagna,Italian,15.5
2797,1237,1/21/23,6:10:40 PM,116.0,Steak Tacos,Mexican,13.95
2798,1237,1/21/23,6:10:40 PM,120.0,Steak Torta,Mexican,13.95
2799,1238,1/21/23,6:18:51 PM,104.0,Veggie Burger,American,10.5
2800,1238,1/21/23,6:18:51 PM,124.0,Spaghetti,Italian,14.5
2801,1238,1/21/23,6:18:51 PM,128.0,Cheese Lasagna,Italian,15.5
2802,1238,1/21/23,6:18:51 PM,106.0,French Fries,American,7.0
2803,1239,1/21/23,6:22:29 PM,102.0,Cheeseburger,American,13.95
2804,1240,1/21/23,6:40:50 PM,103.0,Hot Dog,American,9.0
2805,1240,1/21/23,6:40:50 PM,121.0,Cheese Quesadillas,Mexican,10.5
2806,1240,1/21/23,6:40:50 PM,132.0,Eggplant Parmesan,Italian,16.95
2807,1241,1/21/23,6:43:02 PM,101.0,Hamburger,American,12.95
2808,1241,1/21/23,6:43:02 PM,104.0,Veggie Burger,American,10.5
2809,1241,1/21/23,6:43:02 PM,131.0,Chicken Parmesan,Italian,17.95
2810,1242,1/21/23,6:50:51 PM,120.0,Steak Torta,Mexican,13.95
2811,1242,1/21/23,6:50:51 PM,120.0,Steak Torta,Mexican,13.95
2812,1242,1/21/23,6:50:51 PM,106.0,French Fries,American,7.0
2813,1242,1/21/23,6:50:51 PM,,,,
2814,1243,1/21/23,7:02:27 PM,118.0,Steak Burrito,Mexican,14.95
2815,1243,1/21/23,7:02:27 PM,122.0,Chips & Salsa,Mexican,7.0
2816,1244,1/21/23,7:24:32 PM,101.0,Hamburger,American,12.95
2817,1244,1/21/23,7:24:32 PM,115.0,Chicken Tacos,Mexican,11.95
2818,1244,1/21/23,7:24:32 PM,111.0,California Roll,Asian,11.95
2819,1244,1/21/23,7:24:32 PM,113.0,Edamame,Asian,5.0
2820,1245,1/21/23,7:26:35 PM,103.0,Hot Dog,American,9.0
2821,1246,1/21/23,7:36:04 PM,107.0,Orange Chicken,Asian,16.5
2822,1246,1/21/23,7:36:04 PM,124.0,Spaghetti,Italian,14.5
2823,1246,1/21/23,7:36:04 PM,123.0,Chips & Guacamole,Mexican,9.0
2824,1247,1/21/23,7:54:37 PM,108.0,Tofu Pad Thai,Asian,14.5
2825,1247,1/21/23,7:54:37 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2826,1247,1/21/23,7:54:37 PM,109.0,Korean Beef Bowl,Asian,17.95
2827,1248,1/21/23,8:13:51 PM,123.0,Chips & Guacamole,Mexican,9.0
2828,1249,1/21/23,8:40:44 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2829,1249,1/21/23,8:40:44 PM,123.0,Chips & Guacamole,Mexican,9.0
2830,1250,1/21/23,9:09:08 PM,107.0,Orange Chicken,Asian,16.5
2831,1250,1/21/23,9:09:08 PM,127.0,Meat Lasagna,Italian,17.95
2832,1250,1/21/23,9:09:08 PM,113.0,Edamame,Asian,5.0
2833,1250,1/21/23,9:09:08 PM,118.0,Steak Burrito,Mexican,14.95
2834,1251,1/21/23,9:12:37 PM,118.0,Steak Burrito,Mexican,14.95
2835,1252,1/21/23,9:32:07 PM,102.0,Cheeseburger,American,13.95
2836,1253,1/22/23,11:34:52 AM,128.0,Cheese Lasagna,Italian,15.5
2837,1253,1/22/23,11:34:52 AM,105.0,Mac & Cheese,American,7.0
2838,1254,1/22/23,11:56:03 AM,115.0,Chicken Tacos,Mexican,11.95
2839,1254,1/22/23,11:56:03 AM,120.0,Steak Torta,Mexican,13.95
2840,1255,1/22/23,12:05:34 PM,127.0,Meat Lasagna,Italian,17.95
2841,1255,1/22/23,12:05:34 PM,131.0,Chicken Parmesan,Italian,17.95
2842,1255,1/22/23,12:05:34 PM,132.0,Eggplant Parmesan,Italian,16.95
2843,1256,1/22/23,12:06:15 PM,117.0,Chicken Burrito,Mexican,12.95
2844,1257,1/22/23,12:07:53 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2845,1257,1/22/23,12:07:53 PM,120.0,Steak Torta,Mexican,13.95
2846,1257,1/22/23,12:07:53 PM,132.0,Eggplant Parmesan,Italian,16.95
2847,1258,1/22/23,12:18:53 PM,102.0,Cheeseburger,American,13.95
2848,1259,1/22/23,12:22:47 PM,101.0,Hamburger,American,12.95
2849,1260,1/22/23,12:31:07 PM,132.0,Eggplant Parmesan,Italian,16.95
2850,1261,1/22/23,12:32:00 PM,107.0,Orange Chicken,Asian,16.5
2851,1261,1/22/23,12:32:00 PM,104.0,Veggie Burger,American,10.5
2852,1261,1/22/23,12:32:00 PM,113.0,Edamame,Asian,5.0
2853,1261,1/22/23,12:32:00 PM,,,,
2854,1262,1/22/23,12:32:33 PM,129.0,Mushroom Ravioli,Italian,15.5
2855,1263,1/22/23,12:39:12 PM,124.0,Spaghetti,Italian,14.5
2856,1264,1/22/23,12:58:30 PM,122.0,Chips & Salsa,Mexican,7.0
2857,1264,1/22/23,12:58:30 PM,131.0,Chicken Parmesan,Italian,17.95
2858,1265,1/22/23,12:59:26 PM,101.0,Hamburger,American,12.95
2859,1265,1/22/23,12:59:26 PM,124.0,Spaghetti,Italian,14.5
2860,1265,1/22/23,12:59:26 PM,109.0,Korean Beef Bowl,Asian,17.95
2861,1265,1/22/23,12:59:26 PM,127.0,Meat Lasagna,Italian,17.95
2862,1265,1/22/23,12:59:26 PM,128.0,Cheese Lasagna,Italian,15.5
2863,1265,1/22/23,12:59:26 PM,111.0,California Roll,Asian,11.95
2864,1265,1/22/23,12:59:26 PM,112.0,Salmon Roll,Asian,14.95
2865,1265,1/22/23,12:59:26 PM,105.0,Mac & Cheese,American,7.0
2866,1265,1/22/23,12:59:26 PM,130.0,Shrimp Scampi,Italian,19.95
2867,1265,1/22/23,12:59:26 PM,106.0,French Fries,American,7.0
2868,1265,1/22/23,12:59:26 PM,132.0,Eggplant Parmesan,Italian,16.95
2869,1266,1/22/23,12:59:51 PM,101.0,Hamburger,American,12.95
2870,1266,1/22/23,12:59:51 PM,104.0,Veggie Burger,American,10.5
2871,1267,1/22/23,1:01:27 PM,112.0,Salmon Roll,Asian,14.95
2872,1268,1/22/23,1:01:39 PM,109.0,Korean Beef Bowl,Asian,17.95
2873,1268,1/22/23,1:01:39 PM,117.0,Chicken Burrito,Mexican,12.95
2874,1268,1/22/23,1:01:39 PM,106.0,French Fries,American,7.0
2875,1269,1/22/23,1:04:41 PM,116.0,Steak Tacos,Mexican,13.95
2876,1270,1/22/23,1:12:15 PM,132.0,Eggplant Parmesan,Italian,16.95
2877,1271,1/22/23,1:14:17 PM,108.0,Tofu Pad Thai,Asian,14.5
2878,1271,1/22/23,1:14:17 PM,111.0,California Roll,Asian,11.95
2879,1271,1/22/23,1:14:17 PM,105.0,Mac & Cheese,American,7.0
2880,1272,1/22/23,1:14:37 PM,104.0,Veggie Burger,American,10.5
2881,1272,1/22/23,1:14:37 PM,129.0,Mushroom Ravioli,Italian,15.5
2882,1273,1/22/23,1:21:57 PM,107.0,Orange Chicken,Asian,16.5
2883,1274,1/22/23,1:24:14 PM,101.0,Hamburger,American,12.95
2884,1274,1/22/23,1:24:14 PM,101.0,Hamburger,American,12.95
2885,1274,1/22/23,1:24:14 PM,102.0,Cheeseburger,American,13.95
2886,1274,1/22/23,1:24:14 PM,103.0,Hot Dog,American,9.0
2887,1274,1/22/23,1:24:14 PM,104.0,Veggie Burger,American,10.5
2888,1274,1/22/23,1:24:14 PM,108.0,Tofu Pad Thai,Asian,14.5
2889,1274,1/22/23,1:24:14 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2890,1274,1/22/23,1:24:14 PM,109.0,Korean Beef Bowl,Asian,17.95
2891,1274,1/22/23,1:24:14 PM,127.0,Meat Lasagna,Italian,17.95
2892,1274,1/22/23,1:24:14 PM,120.0,Steak Torta,Mexican,13.95
2893,1274,1/22/23,1:24:14 PM,131.0,Chicken Parmesan,Italian,17.95
2894,1274,1/22/23,1:24:14 PM,106.0,French Fries,American,7.0
2895,1274,1/22/23,1:24:14 PM,132.0,Eggplant Parmesan,Italian,16.95
2896,1275,1/22/23,1:26:25 PM,127.0,Meat Lasagna,Italian,17.95
2897,1276,1/22/23,1:46:36 PM,127.0,Meat Lasagna,Italian,17.95
2898,1277,1/22/23,1:46:44 PM,108.0,Tofu Pad Thai,Asian,14.5
2899,1277,1/22/23,1:46:44 PM,123.0,Chips & Guacamole,Mexican,9.0
2900,1278,1/22/23,2:07:34 PM,101.0,Hamburger,American,12.95
2901,1278,1/22/23,2:07:34 PM,131.0,Chicken Parmesan,Italian,17.95
2902,1278,1/22/23,2:07:34 PM,106.0,French Fries,American,7.0
2903,1278,1/22/23,2:07:34 PM,114.0,Potstickers,Asian,9.0
2904,1279,1/22/23,2:16:38 PM,122.0,Chips & Salsa,Mexican,7.0
2905,1279,1/22/23,2:16:38 PM,122.0,Chips & Salsa,Mexican,7.0
2906,1280,1/22/23,2:44:54 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2907,1281,1/22/23,3:13:10 PM,120.0,Steak Torta,Mexican,13.95
2908,1282,1/22/23,3:16:54 PM,107.0,Orange Chicken,Asian,16.5
2909,1282,1/22/23,3:16:54 PM,113.0,Edamame,Asian,5.0
2910,1283,1/22/23,3:47:42 PM,104.0,Veggie Burger,American,10.5
2911,1283,1/22/23,3:47:42 PM,108.0,Tofu Pad Thai,Asian,14.5
2912,1283,1/22/23,3:47:42 PM,117.0,Chicken Burrito,Mexican,12.95
2913,1283,1/22/23,3:47:42 PM,122.0,Chips & Salsa,Mexican,7.0
2914,1284,1/22/23,3:53:38 PM,102.0,Cheeseburger,American,13.95
2915,1284,1/22/23,3:53:38 PM,109.0,Korean Beef Bowl,Asian,17.95
2916,1285,1/22/23,4:18:42 PM,113.0,Edamame,Asian,5.0
2917,1285,1/22/23,4:18:42 PM,130.0,Shrimp Scampi,Italian,19.95
2918,1286,1/22/23,4:29:13 PM,109.0,Korean Beef Bowl,Asian,17.95
2919,1286,1/22/23,4:29:13 PM,113.0,Edamame,Asian,5.0
2920,1287,1/22/23,4:38:25 PM,108.0,Tofu Pad Thai,Asian,14.5
2921,1288,1/22/23,5:10:07 PM,103.0,Hot Dog,American,9.0
2922,1289,1/22/23,5:11:54 PM,101.0,Hamburger,American,12.95
2923,1289,1/22/23,5:11:54 PM,108.0,Tofu Pad Thai,Asian,14.5
2924,1290,1/22/23,5:17:19 PM,101.0,Hamburger,American,12.95
2925,1290,1/22/23,5:17:19 PM,112.0,Salmon Roll,Asian,14.95
2926,1290,1/22/23,5:17:19 PM,122.0,Chips & Salsa,Mexican,7.0
2927,1290,1/22/23,5:17:19 PM,114.0,Potstickers,Asian,9.0
2928,1291,1/22/23,5:20:13 PM,111.0,California Roll,Asian,11.95
2929,1291,1/22/23,5:20:13 PM,113.0,Edamame,Asian,5.0
2930,1291,1/22/23,5:20:13 PM,122.0,Chips & Salsa,Mexican,7.0
2931,1291,1/22/23,5:20:13 PM,114.0,Potstickers,Asian,9.0
2932,1292,1/22/23,5:35:48 PM,124.0,Spaghetti,Italian,14.5
2933,1292,1/22/23,5:35:48 PM,109.0,Korean Beef Bowl,Asian,17.95
2934,1293,1/22/23,5:37:59 PM,112.0,Salmon Roll,Asian,14.95
2935,1294,1/22/23,5:43:01 PM,109.0,Korean Beef Bowl,Asian,17.95
2936,1294,1/22/23,5:43:01 PM,127.0,Meat Lasagna,Italian,17.95
2937,1295,1/22/23,5:44:59 PM,102.0,Cheeseburger,American,13.95
2938,1295,1/22/23,5:44:59 PM,102.0,Cheeseburger,American,13.95
2939,1295,1/22/23,5:44:59 PM,117.0,Chicken Burrito,Mexican,12.95
2940,1296,1/22/23,5:46:53 PM,103.0,Hot Dog,American,9.0
2941,1296,1/22/23,5:46:53 PM,125.0,Spaghetti & Meatballs,Italian,17.95
2942,1297,1/22/23,5:51:53 PM,108.0,Tofu Pad Thai,Asian,14.5
2943,1297,1/22/23,5:51:53 PM,128.0,Cheese Lasagna,Italian,15.5
2944,1297,1/22/23,5:51:53 PM,120.0,Steak Torta,Mexican,13.95
2945,1297,1/22/23,5:51:53 PM,122.0,Chips & Salsa,Mexican,7.0
2946,1298,1/22/23,5:54:25 PM,124.0,Spaghetti,Italian,14.5
2947,1298,1/22/23,5:54:25 PM,111.0,California Roll,Asian,11.95
2948,1298,1/22/23,5:54:25 PM,,,,
2949,1299,1/22/23,5:56:07 PM,117.0,Chicken Burrito,Mexican,12.95
2950,1299,1/22/23,5:56:07 PM,113.0,Edamame,Asian,5.0
2951,1299,1/22/23,5:56:07 PM,120.0,Steak Torta,Mexican,13.95
2952,1300,1/22/23,6:28:51 PM,113.0,Edamame,Asian,5.0
2953,1300,1/22/23,6:28:51 PM,105.0,Mac & Cheese,American,7.0
2954,1301,1/22/23,6:42:08 PM,101.0,Hamburger,American,12.95
2955,1301,1/22/23,6:42:08 PM,108.0,Tofu Pad Thai,Asian,14.5
2956,1301,1/22/23,6:42:08 PM,106.0,French Fries,American,7.0
2957,1301,1/22/23,6:42:08 PM,,,,
2958,1302,1/22/23,6:44:04 PM,109.0,Korean Beef Bowl,Asian,17.95
2959,1302,1/22/23,6:44:04 PM,109.0,Korean Beef Bowl,Asian,17.95
2960,1303,1/22/23,6:53:13 PM,107.0,Orange Chicken,Asian,16.5
2961,1303,1/22/23,6:53:13 PM,129.0,Mushroom Ravioli,Italian,15.5
2962,1303,1/22/23,6:53:13 PM,129.0,Mushroom Ravioli,Italian,15.5
2963,1303,1/22/23,6:53:13 PM,118.0,Steak Burrito,Mexican,14.95
2964,1304,1/22/23,7:02:50 PM,113.0,Edamame,Asian,5.0
2965,1305,1/22/23,7:24:01 PM,120.0,Steak Torta,Mexican,13.95
2966,1306,1/22/23,7:35:25 PM,124.0,Spaghetti,Italian,14.5
2967,1306,1/22/23,7:35:25 PM,105.0,Mac & Cheese,American,7.0
2968,1307,1/22/23,7:39:20 PM,115.0,Chicken Tacos,Mexican,11.95
2969,1308,1/22/23,7:43:14 PM,116.0,Steak Tacos,Mexican,13.95
2970,1309,1/22/23,8:04:42 PM,108.0,Tofu Pad Thai,Asian,14.5
2971,1310,1/22/23,8:19:33 PM,102.0,Cheeseburger,American,13.95
2972,1310,1/22/23,8:19:33 PM,131.0,Chicken Parmesan,Italian,17.95
2973,1311,1/22/23,8:21:28 PM,124.0,Spaghetti,Italian,14.5
2974,1311,1/22/23,8:21:28 PM,106.0,French Fries,American,7.0
2975,1312,1/22/23,8:23:41 PM,131.0,Chicken Parmesan,Italian,17.95
2976,1313,1/22/23,8:24:29 PM,113.0,Edamame,Asian,5.0
2977,1314,1/22/23,8:40:55 PM,108.0,Tofu Pad Thai,Asian,14.5
2978,1314,1/22/23,8:40:55 PM,111.0,California Roll,Asian,11.95
2979,1314,1/22/23,8:40:55 PM,132.0,Eggplant Parmesan,Italian,16.95
2980,1315,1/22/23,8:46:44 PM,119.0,Chicken Torta,Mexican,11.95
2981,1315,1/22/23,8:46:44 PM,130.0,Shrimp Scampi,Italian,19.95
2982,1316,1/22/23,8:48:12 PM,111.0,California Roll,Asian,11.95
2983,1317,1/22/23,9:00:41 PM,106.0,French Fries,American,7.0
2984,1318,1/22/23,9:36:48 PM,117.0,Chicken Burrito,Mexican,12.95
2985,1318,1/22/23,9:36:48 PM,106.0,French Fries,American,7.0
2986,1319,1/22/23,10:24:05 PM,113.0,Edamame,Asian,5.0
2987,1319,1/22/23,10:24:05 PM,118.0,Steak Burrito,Mexican,14.95
2988,1319,1/22/23,10:24:05 PM,130.0,Shrimp Scampi,Italian,19.95
2989,1320,1/22/23,11:02:31 PM,124.0,Spaghetti,Italian,14.5
2990,1320,1/22/23,11:02:31 PM,105.0,Mac & Cheese,American,7.0
2991,1321,1/23/23,11:17:12 AM,124.0,Spaghetti,Italian,14.5
2992,1321,1/23/23,11:17:12 AM,111.0,California Roll,Asian,11.95
2993,1321,1/23/23,11:17:12 AM,118.0,Steak Burrito,Mexican,14.95
2994,1322,1/23/23,11:28:28 AM,102.0,Cheeseburger,American,13.95
2995,1322,1/23/23,11:28:28 AM,118.0,Steak Burrito,Mexican,14.95
2996,1323,1/23/23,11:45:37 AM,124.0,Spaghetti,Italian,14.5
2997,1323,1/23/23,11:45:37 AM,109.0,Korean Beef Bowl,Asian,17.95
2998,1323,1/23/23,11:45:37 AM,109.0,Korean Beef Bowl,Asian,17.95
2999,1323,1/23/23,11:45:37 AM,110.0,Pork Ramen,Asian,17.95
3000,1323,1/23/23,11:45:37 AM,129.0,Mushroom Ravioli,Italian,15.5
3001,1323,1/23/23,11:45:37 AM,112.0,Salmon Roll,Asian,14.95
3002,1323,1/23/23,11:45:37 AM,120.0,Steak Torta,Mexican,13.95
3003,1323,1/23/23,11:45:37 AM,105.0,Mac & Cheese,American,7.0
3004,1323,1/23/23,11:45:37 AM,114.0,Potstickers,Asian,9.0
3005,1324,1/23/23,11:46:56 AM,116.0,Steak Tacos,Mexican,13.95
3006,1324,1/23/23,11:46:56 AM,111.0,California Roll,Asian,11.95
3007,1324,1/23/23,11:46:56 AM,119.0,Chicken Torta,Mexican,11.95
3008,1325,1/23/23,11:50:45 AM,108.0,Tofu Pad Thai,Asian,14.5
3009,1325,1/23/23,11:50:45 AM,129.0,Mushroom Ravioli,Italian,15.5
3010,1325,1/23/23,11:50:45 AM,112.0,Salmon Roll,Asian,14.95
3011,1326,1/23/23,12:00:54 PM,103.0,Hot Dog,American,9.0
3012,1326,1/23/23,12:00:54 PM,125.0,Spaghetti & Meatballs,Italian,17.95
3013,1327,1/23/23,12:01:01 PM,127.0,Meat Lasagna,Italian,17.95
3014,1328,1/23/23,12:29:42 PM,101.0,Hamburger,American,12.95
3015,1329,1/23/23,12:49:11 PM,118.0,Steak Burrito,Mexican,14.95
3016,1330,1/23/23,12:54:53 PM,107.0,Orange Chicken,Asian,16.5
3017,1330,1/23/23,12:54:53 PM,126.0,Fettuccine Alfredo,Italian,14.5
3018,1331,1/23/23,12:54:56 PM,112.0,Salmon Roll,Asian,14.95
3019,1331,1/23/23,12:54:56 PM,119.0,Chicken Torta,Mexican,11.95
3020,1331,1/23/23,12:54:56 PM,106.0,French Fries,American,7.0
3021,1332,1/23/23,12:55:29 PM,112.0,Salmon Roll,Asian,14.95
3022,1333,1/23/23,12:57:07 PM,125.0,Spaghetti & Meatballs,Italian,17.95
3023,1333,1/23/23,12:57:07 PM,112.0,Salmon Roll,Asian,14.95
3024,1334,1/23/23,1:00:58 PM,125.0,Spaghetti & Meatballs,Italian,17.95
3025,1335,1/23/23,1:10:36 PM,121.0,Cheese Quesadillas,Mexican,10.5
3026,1336,1/23/23,1:14:10 PM,113.0,Edamame,Asian,5.0
3027,1337,1/23/23,1:44:49 PM,107.0,Orange Chicken,Asian,16.5
3028,1338,1/23/23,1:47:01 PM,117.0,Chicken Burrito,Mexican,12.95
3029,1338,1/23/23,1:47:01 PM,119.0,Chicken Torta,Mexican,11.95
3030,1338,1/23/23,1:47:01 PM,,,,
3031,1339,1/23/23,2:10:45 PM,107.0,Orange Chicken,Asian,16.5
3032,1339,1/23/23,2:10:45 PM,127.0,Meat Lasagna,Italian,17.95
3033,1340,1/23/23,2:12:26 PM,124.0,Spaghetti,Italian,14.5
3034,1340,1/23/23,2:12:26 PM,125.0,Spaghetti & Meatballs,Italian,17.95
3035,1340,1/23/23,2:12:26 PM,126.0,Fettuccine Alfredo,Italian,14.5
3036,1340,1/23/23,2:12:26 PM,110.0,Pork Ramen,Asian,17.95
3037,1340,1/23/23,2:12:26 PM,122.0,Chips & Salsa,Mexican,7.0
3038,1340,1/23/23,2:12:26 PM,130.0,Shrimp Scampi,Italian,19.95
3039,1341,1/23/23,2:15:37 PM,103.0,Hot Dog,American,9.0
3040,1341,1/23/23,2:15:37 PM,108.0,Tofu Pad Thai,Asian,14.5
3041,1341,1/23/23,2:15:37 PM,125.0,Spaghetti & Meatballs,Italian,17.95
3042,1341,1/23/23,2:15:37 PM,110.0,Pork Ramen,Asian,17.95
3043,1342,1/23/23,2:17:05 PM,102.0,Cheeseburger,American,13.95
3044,1343,1/23/23,2:29:11 PM,106.0,French Fries,American,7.0
3045,1344,1/23/23,2:58:58 PM,124.0,Spaghetti,Italian,14.5
3046,1345,1/23/23,3:01:02 PM,129.0,Mushroom Ravioli,Italian,15.5
3047,1345,1/23/23,3:01:02 PM,130.0,Shrimp Scampi,Italian,19.95
3048,1346,1/23/23,3:25:17 PM,125.0,Spaghetti & Meatballs,Italian,17.95
3049,1346,1/23/23,3:25:17 PM,106.0,French Fries,American,7.0
3050,1347,1/23/23,3:32:59 PM,101.0,Hamburger,American,12.95
3051,1347,1/23/23,3:32:59 PM,125.0,Spaghetti & Meatballs,Italian,17.95
3052,1347,1/23/23,3:32:59 PM,109.0,Korean Beef Bowl,Asian,17.95
3053,1348,1/23/23,3:50:01 PM,106.0,French Fries,American,7.0
3054,1349,1/23/23,4:03:08 PM,122.0,Chips & Salsa,Mexican,7.0
3055,1349,1/23/23,4:03:08 PM,132.0,Eggplant Parmesan,Italian,16.95
3056,1350,1/23/23,4:05:24 PM,102.0,Cheeseburger,American,13.95
3057,1350,1/23/23,4:05:24 PM,113.0,Edamame,Asian,5.0
3058,1351,1/23/23,4:06:00 PM,117.0,Chicken Burrito,Mexican,12.95
3059,1351,1/23/23,4:06:00 PM,111.0,California Roll,Asian,11.95
3060,1352,1/23/23,4:12:21 PM,129.0,Mushroom Ravioli,Italian,15.5
3061,1352,1/23/23,4:12:21 PM,113.0,Edamame,Asian,5.0
3062,1352,1/23/23,4:12:21 PM,131.0,Chicken Parmesan,Italian,17.95
3063,1353,1/23/23,4:21:26 PM,101.0,Hamburger,American,12.95
3064,1353,1/23/23,4:21:26 PM,108.0,Tofu Pad Thai,Asian,14.5
3065,1354,1/23/23,4:22:21 PM,129.0,Mushroom Ravioli,Italian,15.5
3066,1355,1/23/23,4:30:25 PM,109.0,Korean Beef Bowl,Asian,17.95
3067,1355,1/23/23,4:30:25 PM,113.0,Edamame,Asian,5.0
3068,1356,1/23/23,5:11:00 PM,120.0,Steak Torta,Mexican,13.95
3069,1356,1/23/23,5:11:00 PM,122.0,Chips & Salsa,Mexican,7.0
3070,1357,1/23/23,5:17:58 PM,107.0,Orange Chicken,Asian,16.5
3071,1357,1/23/23,5:17:58 PM,122.0,Chips & Salsa,Mexican,7.0
3072,1358,1/23/23,5:24:07 PM,102.0,Cheeseburger,American,13.95
3073,1359,1/23/23,5:31:29 PM,118.0,Steak Burrito,Mexican,14.95
3074,1360,1/23/23,5:33:33 PM,105.0,Mac & Cheese,American,7.0
3075,1361,1/23/23,5:46:31 PM,113.0,Edamame,Asian,5.0
3076,1361,1/23/23,5:46:31 PM,131.0,Chicken Parmesan,Italian,17.95
3077,1362,1/23/23,5:46:43 PM,101.0,Hamburger,American,12.95
3078,1362,1/23/23,5:46:43 PM,117.0,Chicken Burrito,Mexican,12.95
3079,1363,1/23/23,5:46:45 PM,127.0,Meat Lasagna,Italian,17.95
3080,1363,1/23/23,5:46:45 PM,112.0,Salmon Roll,Asian,14.95
3081,1363,1/23/23,5:46:45 PM,105.0,Mac & Cheese,American,7.0
3082,1363,1/23/23,5:46:45 PM,132.0,Eggplant Parmesan,Italian,16.95
3083,1364,1/23/23,5:50:42 PM,101.0,Hamburger,American,12.95
3084,1364,1/23/23,5:50:42 PM,107.0,Orange Chicken,Asian,16.5
